date,area,area_type,population,cases,cumulative_cases,reported_cases,cumulative_reported_cases,probable_cases,cumulative_probable_cases,report_prob,agency,avg_7,avg_per_100,sum_7,sum_per_100
2022-07-28,Monterey,County,448732,131,90472,454,89974,74,18982,528,cdc,201.28571428571428,46.37267902108558,1409,324.6087531475991
2022-07-29,Monterey,County,448732,154,90626,0,89974,77,19059,77,case,133.42857142857142,30.73958992597156,934,215.17712948180096
2022-07-29,Monterey,County,448732,154,90626,0,89974,77,19059,77,cdc,201.57142857142858,46.43850255411764,1411,325.0695178788235
2022-07-30,Monterey,County,448732,93,90719,0,89974,35,19094,35,case,133.85714285714286,30.83832522551965,937,215.86827657863756
2022-07-30,Monterey,County,448732,93,90719,0,89974,35,19094,35,cdc,201.71428571428572,46.47141432063367,1412,325.29990024443566
2022-07-31,Monterey,County,448732,92,90811,0,89974,45,19139,45,case,134.42857142857142,30.96997229158377,941,216.7898060410864
2022-07-31,Monterey,County,448732,92,90811,0,89974,45,19139,45,cdc,205.14285714285714,47.261296717018375,1436,330.82907701912865
2022-08-01,Monterey,County,448732,159,90970,482,90456,84,19223,566,case,131.85714285714286,30.37756049429524,923,212.64292346006667
2022-08-01,Monterey,County,448732,159,90970,482,90456,84,19223,566,cdc,206.85714285714286,47.65623791521073,1448,333.59366540647517
2022-08-02,Monterey,County,448732,144,91114,0,90456,75,19298,75,case,130.28571428571428,30.015531062618912,912,210.1087174383324
2022-08-02,Monterey,County,448732,144,91114,0,90456,75,19298,75,cdc,201.85714285714286,46.5043260871497,1413,325.5302826100479
2022-08-03,Monterey,County,448732,122,91236,0,90456,72,19370,72,case,127.85714285714286,29.456031031846415,895,206.1922172229249
2022-08-03,Monterey,County,448732,122,91236,0,90456,72,19370,72,cdc,199.71428571428572,46.01064958940926,1398,322.0745471258648
2022-08-04,Monterey,County,448732,105,91341,428,90884,65,19435,493,case,124.14285714285714,28.600325102429647,869,200.20227571700752
2022-08-04,Monterey,County,448732,105,91341,428,90884,65,19435,493,cdc,194.71428571428572,44.85873776134823,1363,314.0111643294376
2022-08-05,Monterey,County,448732,108,91449,0,90884,66,19501,66,case,117.57142857142857,27.08638384269229,823,189.604686898846
2022-08-05,Monterey,County,448732,108,91449,0,90884,66,19501,66,cdc,193.14285714285714,44.4967083296719,1352,311.47695830770334
2022-08-06,Monterey,County,448732,67,91516,0,90884,36,19537,36,case,113.85714285714286,26.230677913275525,797,183.61474539292865
2022-08-06,Monterey,County,448732,67,91516,0,90884,36,19537,36,cdc,193.28571428571428,44.52962009618793,1353,311.7073406733155
2022-08-07,Monterey,County,448732,53,91569,0,90884,44,19581,44,case,108.28571428571429,24.947119019150367,758,174.62983313405257
2022-08-07,Monterey,County,448732,53,91569,0,90884,44,19581,44,cdc,193.14285714285714,44.4967083296719,1352,311.47695830770334
2022-08-08,Monterey,County,448732,133,91702,423,91307,89,19670,512,case,104.57142857142857,24.091413089733603,732,168.63989162813522
2022-08-08,Monterey,County,448732,133,91702,423,91307,89,19670,512,cdc,185.42857142857142,42.7194729378063,1298,299.03631056464417
2022-08-09,Monterey,County,448732,100,91802,0,91307,81,19751,81,case,98.28571428571429,22.643295363028304,688,158.5030675411981
2022-08-09,Monterey,County,448732,100,91802,0,91307,81,19751,81,cdc,186.28571428571428,42.91694353690248,1304,300.4186047583174
2022-08-10,Monterey,County,448732,112,91914,0,91307,65,19816,65,case,96.85714285714286,22.314177697868008,678,156.19924388507604
2022-08-10,Monterey,County,448732,112,91914,0,91307,65,19816,65,cdc,185.28571428571428,42.68656117129027,1297,298.80592819903194
2022-08-11,Monterey,County,448732,101,92015,305,91612,66,19882,371,case,96.28571428571429,22.182530631803893,674,155.27771442262724
2022-08-11,Monterey,County,448732,101,92015,305,91612,66,19882,371,cdc,167.85714285714286,38.67132565633467,1175,270.6992795943427
2022-08-12,Monterey,County,448732,100,92115,0,91612,55,19937,55,case,95.14285714285714,21.91923649967565,666,153.43465549772958
2022-08-12,Monterey,County,448732,100,92115,0,91612,55,19937,55,cdc,166.28571428571428,38.30929622465835,1164,268.16507357260843
2022-08-13,Monterey,County,448732,57,92172,0,91612,33,19970,33,case,93.71428571428571,21.59011883451536,656,151.13083184160752
2022-08-13,Monterey,County,448732,57,92172,0,91612,33,19970,33,cdc,165.85714285714286,38.210560925110265,1161,267.47392647577186
2022-08-14,Monterey,County,448732,65,92237,0,91612,35,20005,35,case,95.42857142857143,21.985060032707715,668,153.89542022895398
2022-08-14,Monterey,County,448732,65,92237,0,91612,35,20005,35,cdc,164.57142857142858,37.914355026466,1152,265.40048518526197
2022-08-15,Monterey,County,448732,124,92361,372,91984,74,20079,446,case,94.14285714285714,21.688854134063448,659,151.82197893844415
2022-08-15,Monterey,County,448732,124,92361,372,91984,74,20079,446,cdc,155.14285714285714,35.74217843640805,1086,250.19524905485636
2022-08-16,Monterey,County,448732,110,92471,0,91984,70,20149,70,case,95.57142857142857,22.01797179922374,669,154.1258025945662
2022-08-16,Monterey,County,448732,110,92471,0,91984,70,20149,70,cdc,153.57142857142858,35.38014900473173,1075,247.6610430331221
2022-08-17,Monterey,County,448732,80,92551,0,91984,72,20221,72,case,91,20.9647952707108,637,146.7535668949756
2022-08-17,Monterey,County,448732,80,92551,0,91984,72,20221,72,cdc,154.57142857142858,35.610531370343935,1082,249.27371959240753
2022-08-18,Monterey,County,448732,64,92615,303,92287,54,20275,357,case,85.71428571428571,19.747059909617708,600,138.22941936732394
2022-08-18,Monterey,County,448732,64,92615,303,92287,54,20275,357,cdc,152.57142857142858,35.14976663911952,1068,246.0483664738366
2022-08-19,Monterey,County,448732,86,92701,0,92287,38,20313,38,case,83.71428571428571,19.286295178393292,586,135.00406624875305
2022-08-19,Monterey,County,448732,86,92701,0,92287,38,20313,38,cdc,150.14285714285714,34.590266608347015,1051,242.1318662584291
2022-08-20,Monterey,County,448732,54,92755,0,92287,30,20343,30,case,83.28571428571429,19.187559878845207,583,134.31291915191645
2022-08-20,Monterey,County,448732,54,92755,0,92287,30,20343,30,cdc,149.71428571428572,34.491531308798926,1048,241.44071916159248
2022-08-21,Monterey,County,448732,45,92800,0,92287,29,20372,29,case,80.42857142857143,18.529324548524613,563,129.70527183967232
2022-08-21,Monterey,County,448732,45,92800,0,92287,29,20372,29,cdc,148.85714285714286,34.29406070970275,1042,240.05842496791925
2022-08-22,Monterey,County,448732,102,92902,303,92590,56,20428,359,case,77.28571428571429,17.805265685171968,541,124.63685979620377
2022-08-22,Monterey,County,448732,102,92902,303,92590,56,20428,359,cdc,136.42857142857142,31.43073702280818,955,220.0151591596573
2022-08-23,Monterey,County,448732,75,92977,0,92590,50,20478,50,case,72.28571428571429,16.653353857110936,506,116.57347699977653
2022-08-23,Monterey,County,448732,75,92977,0,92590,50,20478,50,cdc,133.57142857142858,30.772501692487594,935,215.40751184741316
2022-08-24,Monterey,County,448732,68,93045,0,92590,45,20523,45,case,70.57142857142857,16.25841265891858,494,113.80888861243004
2022-08-24,Monterey,County,448732,68,93045,0,92590,45,20523,45,cdc,129.71428571428572,29.883883996554797,908,209.18718797588355
2022-08-25,Monterey,County,448732,61,93106,254,92844,40,20563,294,case,70.14285714285714,16.15967735937049,491,113.11774151559342
2022-08-25,Monterey,County,448732,61,93106,254,92844,40,20563,294,cdc,120.71428571428571,27.810442706044935,845,194.67309894231457
2022-08-26,Monterey,County,448732,51,93157,0,92844,22,20585,22,case,65.14285714285714,15.007765531309456,456,105.0543587191662
2022-08-26,Monterey,County,448732,51,93157,0,92844,22,20585,22,cdc,118.42857142857143,27.283854441788467,829,190.98698109251924
2022-08-27,Monterey,County,448732,39,93196,0,92844,16,20601,16,case,63,14.514089033569014,441,101.5986232349831
2022-08-27,Monterey,County,448732,39,93196,0,92844,16,20601,16,cdc,116.42857142857143,26.82308971056405,815,187.76162797394838
2022-08-28,Monterey,County,448732,31,93227,0,92844,16,20617,16,case,61,14.0533243023446,427,98.37327011641221
2022-08-28,Monterey,County,448732,31,93227,0,92844,16,20617,16,cdc,114.57142857142857,26.395236745855666,802,184.76665722098969
2022-08-29,Monterey,County,448732,67,93294,202,93046,29,20646,231,case,56,12.901412474283568,392,90.30988731998498
2022-08-29,Monterey,County,448732,67,93294,202,93046,29,20646,231,cdc,96.28571428571429,22.182530631803893,674,155.27771442262724
2022-08-30,Monterey,County,448732,36,93330,0,93046,31,20677,31,case,50.42857142857143,11.617853580158418,353,81.32497506110892
2022-08-30,Monterey,County,448732,36,93330,0,93046,31,20677,31,cdc,93.57142857142857,21.55720706799933,655,150.90044947599532
2022-08-31,Monterey,County,448732,46,93376,0,93046,15,20692,15,case,47.285714285714285,10.893794716805768,331,76.25656301764037
2022-08-31,Monterey,County,448732,46,93376,0,93046,15,20692,15,cdc,89.28571428571429,20.569854072518446,625,143.9889785076291
2022-09-01,Monterey,County,448732,43,93419,200,93246,22,20714,222,case,44.714285714285715,10.301382919517238,313,72.10968043662066
2022-09-01,Monterey,County,448732,43,93419,200,93246,22,20714,222,cdc,79,18.20020688336432,553,127.40144818355024
2022-09-02,Monterey,County,448732,39,93458,0,93246,21,20735,21,case,43,9.906441721324882,301,69.34509204927417
2022-09-02,Monterey,County,448732,39,93458,0,93246,21,20735,21,cdc,78.85714285714286,18.16729511684829,552,127.17106581793803
2022-09-03,Monterey,County,448732,27,93485,0,93246,17,20752,17,case,41.285714285714285,9.51150052313253,289,66.58050366192771
2022-09-03,Monterey,County,448732,27,93485,0,93246,17,20752,17,cdc,79,18.20020688336432,553,127.40144818355024
2022-09-04,Monterey,County,448732,15,93500,0,93246,12,20764,12,case,39,8.984912258876056,273,62.8943858121324
2022-09-04,Monterey,County,448732,15,93500,0,93246,12,20764,12,cdc,78.42857142857143,18.0685598173002,549,126.47991872110141
2022-09-05,Monterey,County,448732,32,93532,184,93430,22,20786,206,case,34,7.833000430815024,238,54.831003015705164
2022-09-05,Monterey,County,448732,32,93532,184,93430,22,20786,206,cdc,74.85714285714286,17.245765654399463,524,120.72035958079624
2022-09-06,Monterey,County,448732,65,93597,0,93430,21,20807,21,case,38.142857142857146,8.78744165977988,267,61.51209161845915
2022-09-06,Monterey,County,448732,65,93597,0,93430,21,20807,21,cdc,73.42857142857143,16.91664798923917,514,118.41653592467418
2022-09-07,Monterey,County,448732,35,93632,0,93430,19,20826,19,case,36.57142857142857,8.425412228103554,256,58.97788559672488
2022-09-07,Monterey,County,448732,35,93632,0,93430,19,20826,19,cdc,74,17.048295055303285,518,119.33806538712301
2022-09-08,Monterey,County,448732,30,93662,83,93513,19,20845,102,case,34.714285714285715,7.997559263395171,243,55.982914843766196
2022-09-08,Monterey,County,448732,30,93662,83,93513,19,20845,102,cdc,56.857142857142854,13.098883073379744,398,91.69218151365821
2022-09-09,Monterey,County,448732,29,93691,0,93513,24,20869,24,case,33.285714285714285,7.668441598234876,233,53.67909118764413
2022-09-09,Monterey,County,448732,29,93691,0,93513,24,20869,24,cdc,57.285714285714285,13.197618372927833,401,92.38332861049484
2022-09-10,Monterey,County,448732,14,93705,0,93513,9,20878,9,case,31.428571428571427,7.2405886335264915,220,50.68412043468545
2022-09-10,Monterey,County,448732,14,93705,0,93513,9,20878,9,cdc,56.142857142857146,12.934324240799599,393,90.54026968559718
2022-09-11,Monterey,County,448732,20,93725,0,93513,6,20884,6,case,32.142857142857146,7.405147466106641,225,51.836032262746485
2022-09-11,Monterey,County,448732,20,93725,0,93513,6,20884,6,cdc,55.285714285714285,12.736853641703421,387,89.15797549192393
2022-09-12,Monterey,County,448732,28,93753,0,93513,19,20903,19,case,31.571428571428573,7.273500400042522,221,50.91450280029766
2022-09-12,Monterey,County,448732,28,93753,0,93513,19,20903,19,cdc,28.571428571428573,6.5823533032059025,200,46.076473122441314
2022-09-13,Monterey,County,448732,34,93787,179,93692,23,20926,202,case,27.142857142857142,6.253235638045608,190,43.77264946631925
2022-09-13,Monterey,County,448732,34,93787,179,93692,23,20926,202,cdc,54.42857142857143,12.539383042607245,381,87.7756812982507
2022-09-14,Monterey,County,448732,28,93815,0,93692,13,20939,13,case,26.142857142857142,6.022853272433401,183,42.159972907033804
2022-09-14,Monterey,County,448732,28,93815,0,93692,13,20939,13,cdc,53.57142857142857,12.341912443511067,375,86.39338710457747
2022-09-15,Monterey,County,448732,18,93833,0,93692,10,20949,10,case,24.428571428571427,5.6279120742410464,171,39.395384519687326
2022-09-15,Monterey,County,448732,18,93833,0,93692,10,20949,10,cdc,40.42857142857143,9.314029924036351,283,65.19820946825446
2022-09-16,Monterey,County,448732,21,93854,0,93692,10,20959,10,case,23.285714285714285,5.36461794211281,163,37.55232559478967
2022-09-16,Monterey,County,448732,21,93854,0,93692,10,20959,10,cdc,38.42857142857143,8.85326519281194,269,61.972856349683575
2022-09-17,Monterey,County,448732,17,93871,0,93692,3,20962,3,case,23.714285714285715,5.463353241660899,166,38.243472691626295
2022-09-17,Monterey,County,448732,17,93871,0,93692,3,20962,3,cdc,37.57142857142857,8.655794593715761,263,60.59056215601033
2022-09-18,Monterey,County,448732,13,93884,0,93692,9,20971,9,case,22.714285714285715,5.232970876048692,159,36.63079613234085
2022-09-18,Monterey,County,448732,13,93884,0,93692,9,20971,9,cdc,38,8.75452989326385,266,61.281709252846944
2022-09-19,Monterey,County,448732,28,93912,0,93692,16,20987,16,case,22.714285714285715,5.232970876048692,159,36.63079613234085
2022-09-19,Monterey,County,448732,28,93912,0,93692,16,20987,16,cdc,37.57142857142857,8.655794593715761,263,60.59056215601033
2022-09-20,Monterey,County,448732,34,93946,137,93829,13,21000,150,case,22.714285714285715,5.232970876048692,159,36.63079613234085
2022-09-20,Monterey,County,448732,34,93946,137,93829,13,21000,150,cdc,30.142857142857142,6.944382734882227,211,48.610679144175585
2022-09-21,Monterey,County,448732,19,93965,0,93829,9,21009,9,case,21.428571428571427,4.936764977404427,150,34.557354841830985
2022-09-21,Monterey,County,448732,19,93965,0,93829,9,21009,9,cdc,29.571428571428573,6.812735668818108,207,47.68914968172676
2022-09-22,Monterey,County,448732,21,93986,0,93829,8,21017,8,case,21.857142857142858,5.035500276952515,153,35.24850193866761
2022-09-22,Monterey,County,448732,21,93986,0,93829,8,21017,8,cdc,29.285714285714285,6.74691213578605,205,47.22838495050235
2022-09-23,Monterey,County,448732,20,94006,0,93829,9,21026,9,case,21.714285714285715,5.002588510436486,152,35.0181195730554
2022-09-23,Monterey,County,448732,20,94006,0,93829,9,21026,9,cdc,29.142857142857142,6.714000369270019,204,46.99800258489014
2022-09-24,Monterey,County,448732,8,94014,0,93829,9,21035,9,case,20.428571428571427,4.70638261179222,143,32.94467828254554
2022-09-24,Monterey,County,448732,8,94014,0,93829,9,21035,9,cdc,30,6.9114709683661975,210,48.380296778563384
2022-09-25,Monterey,County,448732,10,94024,0,93829,5,21040,5,case,20,4.607647312244131,140,32.253531185708916
2022-09-25,Monterey,County,448732,10,94024,0,93829,5,21040,5,cdc,29.428571428571427,6.77982390230208,206,47.45876731611455
2022-09-26,Monterey,County,448732,22,94046,0,93829,12,21052,12,case,19.142857142857142,4.410176713147955,134,30.871236992035683
2022-09-26,Monterey,County,448732,22,94046,0,93829,12,21052,12,cdc,28.857142857142858,6.648176836237961,202,46.53723785366573
2022-09-27,Monterey,County,448732,16,94062,162,93991,21,21073,183,case,16.571428571428573,3.8177649158594233,116,26.724354411015963
2022-09-27,Monterey,County,448732,16,94062,162,93991,21,21073,183,cdc,33.57142857142857,7.734265131266935,235,54.13985591886855
2022-09-28,Monterey,County,448732,21,94083,0,93991,13,21086,13,case,16.857142857142858,3.8835884488914827,118,27.185119142240378
2022-09-28,Monterey,County,448732,21,94083,0,93991,13,21086,13,cdc,34.142857142857146,7.865912197331054,239,55.06138538131737
2022-09-29,Monterey,County,448732,14,94097,0,93991,7,21093,7,case,15.857142857142858,3.653206083279276,111,25.572442582954928
2022-09-29,Monterey,County,448732,14,94097,0,93991,7,21093,7,cdc,34,7.833000430815024,238,54.831003015705164
2022-09-30,Monterey,County,448732,11,94108,0,93991,0,21093,0,case,14.571428571428571,3.3570001846350097,102,23.49900129244507
2022-09-30,Monterey,County,448732,11,94108,0,93991,0,21093,0,cdc,32.714285714285715,7.536794532170759,229,52.75756172519531
2022-10-01,Monterey,County,448732,19,94127,0,93991,2,21095,2,case,16.142857142857142,3.7190296163113348,113,26.033207314179347
2022-10-01,Monterey,County,448732,19,94127,0,93991,2,21095,2,cdc,31.714285714285715,7.306412166558552,222,51.144885165909855
2022-10-02,Monterey,County,448732,13,94140,0,93991,1,21096,1,case,16.571428571428573,3.8177649158594233,116,26.724354411015963
2022-10-02,Monterey,County,448732,13,94140,0,93991,1,21096,1,cdc,31.142857142857142,7.174765100494433,218,50.22335570346103
2022-10-03,Monterey,County,448732,16,94156,0,93991,1,21097,1,case,15.714285714285714,3.6202943167632458,110,25.342060217342723
2022-10-03,Monterey,County,448732,16,94156,0,93991,1,21097,1,cdc,29.571428571428573,6.812735668818108,207,47.68914968172676
2022-10-04,Monterey,County,448732,12,94168,120,94111,0,21097,120,case,15.142857142857142,3.488647250699128,106,24.420530754893896
2022-10-04,Monterey,County,448732,12,94168,120,94111,0,21097,120,cdc,20.571428571428573,4.73929437830825,144,33.175060648157746
2022-10-05,Monterey,County,448732,13,94181,0,94111,0,21097,0,case,14,3.225353118570892,98,22.577471829996245
2022-10-05,Monterey,County,448732,13,94181,0,94111,0,21097,0,cdc,18.714285714285715,4.311441413599866,131,30.18008989519906
2022-10-06,Monterey,County,448732,14,94195,0,94111,0,21097,0,case,14,3.225353118570892,98,22.577471829996245
2022-10-06,Monterey,County,448732,14,94195,0,94111,0,21097,0,cdc,17.714285714285715,4.081059047987659,124,28.567413335913617
2022-10-07,Monterey,County,448732,9,94204,0,94111,1,21098,1,case,13.714285714285714,3.159529585538833,96,22.11670709877183
2022-10-07,Monterey,County,448732,9,94204,0,94111,1,21098,1,cdc,17.857142857142858,4.1139708145036895,125,28.797795701525825
2022-10-08,Monterey,County,448732,15,94219,0,94111,1,21099,1,case,13.142857142857142,3.0278825194747148,92,21.195177636323002
2022-10-08,Monterey,County,448732,15,94219,0,94111,1,21099,1,cdc,17.714285714285715,4.081059047987659,124,28.567413335913617
2022-10-09,Monterey,County,448732,10,94229,0,94111,0,21099,0,case,12.714285714285714,2.929147219926626,89,20.504030539486386
2022-10-09,Monterey,County,448732,10,94229,0,94111,0,21099,0,cdc,17.571428571428573,4.04814728147163,123,28.337030970301406
2022-10-10,Monterey,County,448732,16,94245,0,94111,1,21100,1,case,12.714285714285714,2.929147219926626,89,20.504030539486386
2022-10-10,Monterey,County,448732,16,94245,0,94111,1,21100,1,cdc,17.571428571428573,4.04814728147163,123,28.337030970301406
2022-10-11,Monterey,County,448732,16,94261,72,94183,0,21100,72,case,13.285714285714286,3.0607942859907444,93,21.425560001935214
2022-10-11,Monterey,County,448732,16,94261,72,94183,0,21100,72,cdc,10.714285714285714,2.4683824887022134,75,17.278677420915493
2022-10-12,Monterey,County,448732,10,94271,0,94183,2,21102,2,case,12.857142857142858,2.9620589864426563,90,20.73441290509859
2022-10-12,Monterey,County,448732,10,94271,0,94183,2,21102,2,cdc,11,2.5342060217342723,77,17.739442152139908
2022-10-13,Monterey,County,448732,17,94288,0,94183,1,21103,1,case,13.285714285714286,3.0607942859907444,93,21.425560001935214
2022-10-13,Monterey,County,448732,17,94288,0,94183,1,21103,1,cdc,11.142857142857142,2.5671177882503016,78,17.969824517752112
2022-10-14,Monterey,County,448732,12,94300,0,94183,4,21107,4,case,13.714285714285714,3.159529585538833,96,22.11670709877183
2022-10-14,Monterey,County,448732,12,94300,0,94183,4,21107,4,cdc,11.571428571428571,2.6658530877983906,81,18.660971614588732
2022-10-15,Monterey,County,448732,19,94319,0,94183,1,21108,1,case,14.285714285714286,3.2911766516029513,100,23.038236561220657
2022-10-15,Monterey,County,448732,19,94319,0,94183,1,21108,1,cdc,11.571428571428571,2.6658530877983906,81,18.660971614588732
2022-10-16,Monterey,County,448732,16,94335,0,94183,5,21113,5,case,15.142857142857142,3.488647250699128,106,24.420530754893896
2022-10-16,Monterey,County,448732,16,94335,0,94183,5,21113,5,cdc,12.285714285714286,2.830411920378538,86,19.812883442649763
2022-10-17,Monterey,County,448732,28,94363,0,94183,6,21119,6,case,16.857142857142858,3.8835884488914827,118,27.185119142240378
2022-10-17,Monterey,County,448732,28,94363,0,94183,6,21119,6,cdc,13,2.9949707529586855,91,20.9647952707108
2022-10-18,Monterey,County,448732,24,94387,92,94275,3,21122,95,case,18,4.146882581019718,126,29.02817806713803
2022-10-18,Monterey,County,448732,24,94387,92,94275,3,21122,95,cdc,16.285714285714285,3.751941382827364,114,26.26358967979155
2022-10-19,Monterey,County,448732,27,94414,0,94275,3,21125,3,case,20.428571428571427,4.70638261179222,143,32.94467828254554
2022-10-19,Monterey,County,448732,27,94414,0,94275,3,21125,3,cdc,16.428571428571427,3.7848531493433932,115,26.49397204540376
2022-10-20,Monterey,County,448732,14,94428,0,94275,4,21129,4,case,20,4.607647312244131,140,32.253531185708916
2022-10-20,Monterey,County,448732,14,94428,0,94275,4,21129,4,cdc,16.857142857142858,3.8835884488914827,118,27.185119142240378
2022-10-21,Monterey,County,448732,13,94441,0,94275,3,21132,3,case,20.142857142857142,4.640559078760161,141,32.48391355132113
2022-10-21,Monterey,County,448732,13,94441,0,94275,3,21132,3,cdc,16.714285714285715,3.8506766823754535,117,26.95473677662817
2022-10-22,Monterey,County,448732,14,94455,0,94275,2,21134,2,case,19.428571428571427,4.476000246180013,136,31.332001723260095
2022-10-22,Monterey,County,448732,14,94455,0,94275,2,21134,2,cdc,16.857142857142858,3.8835884488914827,118,27.185119142240378
2022-10-23,Monterey,County,448732,11,94466,0,94275,8,21142,8,case,18.714285714285715,4.311441413599866,131,30.18008989519906
2022-10-23,Monterey,County,448732,11,94466,0,94275,8,21142,8,cdc,17.285714285714285,3.982323748439571,121,27.876266239076994
2022-10-24,Monterey,County,448732,18,94484,0,94275,6,21148,6,case,17.285714285714285,3.982323748439571,121,27.876266239076994
2022-10-24,Monterey,County,448732,18,94484,0,94275,6,21148,6,cdc,17.285714285714285,3.982323748439571,121,27.876266239076994
2022-10-25,Monterey,County,448732,18,94502,150,94425,5,21153,155,case,16.428571428571427,3.7848531493433932,115,26.49397204540376
2022-10-25,Monterey,County,448732,18,94502,150,94425,5,21153,155,cdc,25.857142857142858,5.957029739401341,181,41.699208175809396
2022-10-26,Monterey,County,448732,23,94525,0,94425,5,21158,5,case,15.857142857142858,3.653206083279276,111,25.572442582954928
2022-10-26,Monterey,County,448732,23,94525,0,94425,5,21158,5,cdc,26.142857142857142,6.022853272433401,183,42.159972907033804
2022-10-27,Monterey,County,448732,24,94549,0,94425,5,21163,5,case,17.285714285714285,3.982323748439571,121,27.876266239076994
2022-10-27,Monterey,County,448732,24,94549,0,94425,5,21163,5,cdc,26.285714285714285,6.0557650389494295,184,42.390355272646005
2022-10-28,Monterey,County,448732,19,94568,0,94425,8,21171,8,case,18.142857142857142,4.179794347535748,127,29.258560432750237
2022-10-28,Monterey,County,448732,19,94568,0,94425,8,21171,8,cdc,27,6.220323871529578,189,43.54226710070704
2022-10-29,Monterey,County,448732,13,94581,0,94425,3,21174,3,case,18,4.146882581019718,126,29.02817806713803
2022-10-29,Monterey,County,448732,13,94581,0,94425,3,21174,3,cdc,27.142857142857142,6.253235638045608,190,43.77264946631925
2022-10-30,Monterey,County,448732,10,94591,0,94425,3,21177,3,case,17.857142857142858,4.1139708145036895,125,28.797795701525825
2022-10-30,Monterey,County,448732,10,94591,0,94425,3,21177,3,cdc,26.428571428571427,6.088676805465459,185,42.62073763825822
2022-10-31,Monterey,County,448732,24,94615,0,94425,2,21179,2,case,18.714285714285715,4.311441413599866,131,30.18008989519906
2022-10-31,Monterey,County,448732,24,94615,0,94425,2,21179,2,cdc,25.857142857142858,5.957029739401341,181,41.699208175809396
2022-11-01,Monterey,County,448732,24,94639,116,94541,9,21188,125,case,19.571428571428573,4.508912012696044,137,31.562384088872303
2022-11-01,Monterey,County,448732,24,94639,116,94541,9,21188,125,cdc,21.571428571428573,4.9696767439204566,151,34.78773720744319
2022-11-02,Monterey,County,448732,19,94658,0,94541,0,21188,0,case,19,4.377264946631925,133,30.640854626423472
2022-11-02,Monterey,County,448732,19,94658,0,94541,0,21188,0,cdc,20.857142857142858,4.805117911340309,146,33.63582537938216
2022-11-03,Monterey,County,448732,15,94673,0,94541,6,21194,6,case,17.714285714285715,4.081059047987659,124,28.567413335913617
2022-11-03,Monterey,County,448732,15,94673,0,94541,6,21194,6,cdc,21,4.838029677856338,147,33.86620774499437
2022-11-04,Monterey,County,448732,13,94686,0,94541,3,21197,3,case,16.857142857142858,3.8835884488914827,118,27.185119142240378
2022-11-04,Monterey,County,448732,13,94686,0,94541,3,21197,3,cdc,20.285714285714285,4.67347084527619,142,32.71429591693334
2022-11-05,Monterey,County,448732,16,94702,0,94541,4,21201,4,case,17.285714285714285,3.982323748439571,121,27.876266239076994
2022-11-05,Monterey,County,448732,16,94702,0,94541,4,21201,4,cdc,20.428571428571427,4.70638261179222,143,32.94467828254554
2022-11-06,Monterey,County,448732,5,94707,0,94541,2,21203,2,case,16.571428571428573,3.8177649158594233,116,26.724354411015963
2022-11-06,Monterey,County,448732,5,94707,0,94541,2,21203,2,cdc,20.285714285714285,4.67347084527619,142,32.71429591693334
2022-11-07,Monterey,County,448732,0,94707,0,94541,1,21204,1,case,13.142857142857142,3.0278825194747148,92,21.195177636323002
2022-11-07,Monterey,County,448732,0,94707,0,94541,1,21204,1,cdc,20.142857142857142,4.640559078760161,141,32.48391355132113
2022-11-08,Monterey,County,448732,0,94707,167,94708,NA,NA,167,case,9.714285714285714,2.2380001230900066,68,15.666000861630048
2022-11-08,Monterey,County,448732,0,94707,167,94708,NA,NA,167,cdc,26.142857142857142,6.022853272433401,183,42.159972907033804
